t,x,y,z,value
4,30,55,78,17.311024983671714
6,35,48,86,7.571645446529921
2,99,94,7,19.234896412067737
4,32,92,65,20.142337529606063
2,8,90,96,25.546927469548308
5,27,15,94,22.260787516258233
6,52,74,36,22.27442024280781
7,96,63,16,19.643527003738892
6,22,77,34,20.302903813106933
1,27,3,38,16.6511335676735
1,69,79,25,23.790633735608765
3,73,98,38,24.697570498085206
9,47,15,96,35.30387201556301
0,20,80,48,16.86336522772871
6,85,32,6,35.97051617302348
2,61,10,38,16.390785193859198
5,71,73,4,20.62899574082928
0,91,82,16,17.08158231415692
8,76,60,52,23.188574384729094
8,26,70,41,23.500256093239205
4,31,2,13,17.61730632140366
7,14,25,91,14.75822298520959
4,15,96,93,16.75084273589942
7,29,79,30,22.63082798690037
2,38,99,99,5.53912701184791
3,64,62,20,12.473035665659172
1,3,12,69,20.781693268433663
4,23,6,58,26.65059132299361
7,24,46,11,22.364205120927753
7,38,5,71,19.433139379856897
8,61,13,28,22.42966842508572
1,24,85,84,20.46196185342417
6,20,41,45,21.03009531649973
2,54,75,60,13.64488429278591
3,3,72,99,14.553215826619748
3,95,13,54,15.343773684676673
5,56,16,1,21.558184401655595
5,68,94,44,16.181981181501364
5,78,92,1,21.131700036575698
0,7,82,35,16.88540048153019
9,18,12,99,15.801569872120195
8,0,87,82,21.188220133822917
3,92,75,33,15.638181141255808
5,7,20,80,21.859807116376764
1,34,84,45,20.703678753576213
6,13,22,14,23.250230897206215
8,53,50,84,22.19466335710755
9,20,3,48,17.46122787433798
8,63,82,12,23.99959273796704
0,53,39,13,19.61244929661214
0,54,89,86,27.9318148994337
7,72,13,60,18.7089833525424
1,58,33,70,18.148575537560422
1,78,3,91,17.78514261956357
6,10,70,88,27.143698838402695
0,32,99,57,13.547148387253253
7,50,58,82,20.803778511434963
1,59,38,40,31.7893520921714
6,74,24,12,28.795538632175646
6,14,38,32,20.543250687292467
1,14,19,28,20.90321199604025
4,64,55,58,25.912978815104964
1,92,96,71,23.21227298155501
9,13,9,97,25.984043084496022
5,6,6,64,19.161987761478468
1,74,62,67,25.322724804943164
8,77,42,58,16.60612594570994
7,42,91,40,12.624342807102789
2,38,80,8,20.612769890864463
3,96,7,61,21.827660550456468
0,29,83,65,18.471876893742156
5,5,55,5,25.200324069308436
5,84,55,41,26.151128378124362
0,66,66,10,18.956626531042986
1,82,89,17,20.030318273178736
4,1,18,87,13.50326387989889
0,60,52,84,17.16966644949649
7,91,32,49,14.314750480314233
7,38,29,15,19.190173889448126
7,65,20,58,16.736234096475012
8,78,91,96,17.856158652192512
8,76,88,38,25.732000651236987
3,15,53,80,18.961161656840943
4,88,50,31,24.760701835883825
2,39,28,69,27.76593860811442
1,50,34,83,17.108108253820205
2,42,60,84,23.283574745578605
7,76,57,78,22.78963907835856
3,15,11,43,16.58415151767603
9,36,98,20,10.917414515216295
5,40,38,68,28.88966868032497
6,98,23,0,30.92793538061521
5,36,17,74,17.690990730989483
7,71,65,85,27.150192230928173
3,14,51,44,8.143466110957114
6,64,77,58,25.54578716663736
6,14,36,66,21.351743472684173
8,97,4,38,13.323806449416018
6,96,31,62,14.284486816033013
5,48,19,51,19.220336462848
5,6,2,48,24.59189480218981
0,25,15,86,24.421925855255438
3,12,20,5,20.311524313716145
3,85,32,44,25.567705758079494
6,96,27,72,18.4175555061015
3,25,10,47,16.733412138898306
5,95,50,16,21.088467186421042
4,71,67,52,25.326191964236113
3,33,72,48,19.320509042998715
5,63,94,65,19.238766886813107
3,10,94,49,18.431773392437954
2,98,1,83,21.259888544942022
5,60,51,27,11.19226322048571
9,80,93,85,28.944030916802376
6,43,35,8,21.7189288418682
6,74,63,85,22.52386577327379
6,95,33,95,29.216539494779624
8,76,3,3,26.004748981811552
3,12,0,67,28.661770568079255
4,23,47,40,19.61682200898507
5,77,66,76,19.86914231676908
5,24,3,20,22.229808599847665
9,2,48,27,12.506732278526128
1,5,18,80,15.260531205588883
4,20,5,17,18.56143727218503
2,23,74,59,15.001599547969427
8,30,54,63,24.5619019475277
5,88,37,57,13.143468707149927
0,16,99,65,22.368198020284666
1,53,3,68,16.095774151947182
8,79,12,71,17.71265934855063
4,96,86,33,26.222261592194346
9,17,50,70,18.51785858771259
0,82,57,47,24.981893629670385
2,46,63,27,17.529717039500834
5,4,10,9,21.64494328133769
0,12,16,94,15.847568398436014
3,0,46,32,10.715047823703056
4,77,2,48,15.65318029363203
2,43,47,40,17.429580245387534
1,67,23,71,20.441724869159366
9,9,67,30,20.74464416889979
9,4,32,69,23.43640435762012
5,94,11,70,16.67582986678516
8,17,8,90,19.870208709595836
4,3,4,20,17.791940909215626
9,62,34,62,24.621015051076412
0,24,46,71,21.677386271632265
6,42,28,68,24.817999588967748
0,5,99,41,13.591530265572034
5,30,1,18,24.248328940720643
8,59,57,17,18.502163488830607
8,62,12,43,23.31276445983253
2,3,85,54,16.087663422289218
6,88,45,71,22.215979439232687
1,77,52,69,18.952402588520062
2,46,88,27,16.29671062919281
4,18,70,0,14.10071498382206
9,22,30,23,27.798164630723434
6,34,89,63,20.928996602920016
4,53,94,68,22.148573621726037
2,7,54,10,7.9891580858916065
7,59,82,5,16.20212324315679
5,45,12,11,22.580562127489948
5,20,78,81,16.61393693294279
6,99,33,4,16.26145967857042
1,73,74,7,20.51772231443168
9,59,11,21,15.674223678922097
2,54,88,2,16.319428075864533
4,78,63,25,15.543294052659578
5,65,0,57,21.288330731163025
1,3,70,30,16.455049718782107
1,45,38,77,25.6437462080017
4,64,44,51,12.519260486886672
0,43,85,10,22.02227296221228
6,75,42,18,22.873315853707123
4,21,98,12,11.496317355309506
2,30,74,7,18.891623620666184
7,89,78,87,15.741152325655573
3,32,55,9,15.352753630527786
6,19,45,25,26.094481888416112
2,29,48,10,21.553450033202616
3,24,22,98,16.20035348968507
6,61,84,73,14.716272255628617
7,36,22,48,22.556262833023474
6,28,40,46,17.29665045055607
4,97,2,44,22.14596419334411
2,13,37,92,25.07202246839575
9,55,50,43,20.601902670373725
9,97,43,11,17.721243843762554
7,14,12,25,13.700681721273252
2,68,38,77,21.489078308423004
8,83,76,19,23.937938465149863
5,65,68,41,6.1458298018588575
2,29,90,92,19.788782767106504
7,77,77,96,21.664914663124776
1,2,99,41,6.847686894607833
5,55,70,0,21.31560195488679
1,73,64,55,13.461495544775007
0,46,69,52,22.51196635038282
4,96,14,19,28.029178556622398
4,38,90,35,13.433019186545003
5,89,76,82,14.935498616555517
0,19,35,12,18.501591357010188
1,3,81,59,17.131674364321494
0,29,13,64,12.266988178891367
7,46,28,14,20.333594249964996
0,57,32,38,14.208719819054938
8,19,32,65,21.109910295014753
2,14,78,74,13.125800397242516
3,30,71,82,25.15274538445815
3,55,23,44,19.178061287675206
5,18,76,77,12.266785179572183
3,66,29,43,16.076315375304937
5,78,18,12,22.867347495446353
3,34,12,35,19.038382707848996
7,28,10,83,26.085383001280526
9,43,65,25,22.953359375361167
1,96,69,47,16.742414290638777
1,42,2,18,26.585399295225457
2,52,29,66,15.157728958804325
2,11,28,66,16.920669830815825
7,57,80,7,22.939659443483535
7,18,88,47,26.923659067900285
5,78,4,53,17.819717314557515
9,31,1,93,16.629416666927867
8,68,27,24,22.990257533243952
9,45,5,17,18.686473163856107
4,86,72,39,20.254402532179746
5,76,23,7,23.861492101676813
4,12,4,36,14.827353329248432
2,25,88,83,17.049356801189603
3,49,16,9,20.260183337541513
7,71,81,78,24.989173132980923
2,54,42,19,19.514697516980775
1,65,35,2,14.108286926566773
6,10,16,59,19.33157530956767
5,64,63,19,19.434635411008433
2,73,47,59,12.415831435814274
3,47,35,21,22.526620273496707
8,45,54,55,8.72961079612433
0,50,71,95,23.300821771485552
2,62,4,8,16.104551166488314
5,79,55,93,10.304963687639374
6,86,20,90,24.485584947320568
5,15,12,3,18.16384431442432
5,70,37,76,14.695983822299649
7,76,14,77,18.969344040586783
6,77,14,71,16.820547006351603
6,36,15,46,14.538690657150182
8,29,9,18,24.02821506592658
7,9,12,65,16.707648199299552
1,44,56,44,22.100795822280492
9,20,82,35,21.385074560666755
1,92,65,83,18.64718227170521
9,72,69,53,18.677459387913625
1,38,8,39,12.646819407889724
9,31,33,19,17.00113212945249
0,47,72,31,17.881323034828323
8,43,71,75,24.413294495383134
5,13,8,36,23.663428422525037
5,45,6,16,23.869340200696595
1,66,8,4,17.191373646035245
1,35,76,4,18.93985286914836
8,22,64,25,20.51033822630158
2,47,23,76,25.492064100093934
0,16,99,72,17.72064533992984
4,22,60,43,23.77529573763441
3,86,67,5,30.618718374564267
4,80,0,13,11.36714675888305
4,17,11,65,22.973399969466286
0,21,64,21,23.89218819264255
2,58,45,9,15.676553389325173
2,77,92,30,19.656550753950704
3,26,25,43,15.522161654556708
4,90,87,92,20.909966727225186
2,48,27,22,19.521050024927987
8,6,75,28,17.710342212208595
2,91,69,14,21.092943809654635
4,99,4,69,24.753246193365133
9,77,48,32,21.82174639616859
9,82,20,49,21.63449887405941
4,76,69,13,24.979668356368744
3,31,16,85,12.957167709513975
3,9,54,38,21.558852352034734
3,69,72,95,16.344717572636064
6,10,20,47,18.719884664864693
6,58,53,78,21.33518663035251
6,77,66,64,26.48925102941664
7,32,3,95,4.621207330375817
6,47,86,88,22.975831013361244
2,46,46,4,14.136442083785576
0,84,10,7,20.763816490436525
4,33,52,56,24.765878895344855
5,37,77,39,12.741764311192426
9,58,63,66,17.345791021405695
7,62,79,79,22.15265702794921
3,34,82,42,17.450309323954933
7,26,68,78,13.353025981321352
6,45,4,26,20.08901564217435
5,40,63,46,14.60742011246639
8,11,32,16,21.106775028732656
1,49,51,71,20.9985072446869
4,50,77,42,15.266205962325643
0,17,61,56,21.705943360139166
7,41,15,81,17.781462892605457
3,38,34,98,23.137750650778223
7,2,28,88,18.13934274572267
9,35,98,59,18.125586126709514
8,1,71,14,21.738135556125535
4,24,75,84,28.12571988876878
6,25,48,98,21.17653474703762
8,75,51,16,27.678542069624417
1,30,54,92,18.15839013235098
4,60,78,64,23.918300506525696
2,66,26,25,24.322911112673882
7,43,5,52,21.45339014016058
9,81,12,91,25.311125926491147
4,57,98,76,21.376638282001288
4,40,6,7,23.93661775564835
7,44,14,24,20.89818018573375
2,9,70,95,14.82205064806088
3,33,65,33,19.902964114197708
1,29,42,41,16.29828223365706
8,22,13,44,10.339113935295954
5,14,13,48,25.793297636556822
2,69,32,46,18.023703310125626
6,99,24,72,18.582044732532882
0,1,55,29,17.446874110489432
3,2,4,44,12.562872977510786
7,10,15,57,17.01368074741522
9,82,96,46,26.222092395500212
6,56,56,30,15.639772476279107
1,6,41,40,20.55997772497314
6,28,30,50,17.040610124101654
7,0,27,8,21.21205082901234
6,28,97,7,22.572289318366806
1,62,91,99,29.167869722853112
5,76,7,26,18.803450633004022
3,98,55,71,24.2089676869753
1,99,87,89,13.472588560829294
9,82,68,68,21.386614113165223
6,53,36,21,23.779929083972043
8,12,79,86,28.598543780722636
0,0,4,13,17.17161358888379
4,56,3,44,15.628229838578553
1,60,84,36,13.796504159386215
9,45,13,3,12.888922363855372
4,75,10,15,17.025994726872227
6,92,65,41,14.676087958176904
3,18,2,65,17.864649959841223
9,24,37,75,12.734729321387041
1,24,58,14,26.366702915988874
1,83,80,52,22.080346071042843
4,20,73,44,25.75192725126992
5,53,10,74,20.12854093231947
6,78,83,48,20.69005203921397
8,57,68,47,10.976290680135222
3,93,29,21,17.0733090490359
9,84,99,75,11.104954360151826
7,80,43,68,13.300826158180499
5,86,24,65,20.827391128758862
2,38,61,94,18.662924905976716
7,55,2,34,21.201485694104097
1,78,36,11,21.646281613991604
0,64,61,19,19.074519795564182
7,54,93,67,35.587398905826745
2,16,39,8,17.90794708111371
6,40,57,48,25.15126592457043
5,39,59,65,19.692169028455503
4,45,31,91,19.460414168936126
4,59,8,18,25.33900800072739
1,13,67,55,25.74773779444076
3,97,80,41,16.69101420995586
6,97,72,46,18.986519381742497
3,39,55,30,23.88919011342156
7,82,97,86,21.01911640994869
9,90,24,35,13.19061484039012
1,20,38,38,18.741002237225224
1,25,39,32,19.131878995037688
6,64,85,25,17.1668564141544
2,3,24,60,22.984772285499385
3,10,59,32,14.220367353934481
9,47,96,41,20.766660865732124
9,9,50,8,30.366896315725583
9,71,33,19,23.589466577029484
7,14,58,80,14.22727198542459
0,59,47,40,15.357600582991935
2,57,93,8,19.139290411246417
6,95,44,5,20.936965134399923
9,31,75,53,22.646246200193055
2,98,11,89,22.49961651326101
0,83,92,27,20.977643565755265
7,92,71,83,18.415399697391322
1,60,66,32,12.645804558649626
8,28,12,81,22.423898077346102
2,85,91,36,25.293591581136013
1,9,42,64,22.6841771789714
7,96,10,19,30.12847931519418
2,22,85,29,28.73970096734294
5,11,8,42,24.292806894290685
9,18,67,98,11.491217575230573
4,32,46,28,18.91519954115307
2,28,26,73,25.22330766106439
2,40,24,99,17.79118635719196
4,84,89,71,24.844615335089962
7,36,33,54,22.22944600932598
7,72,97,30,22.010720947358394
1,23,40,60,18.432533338375958
5,47,64,66,21.998788239833644
2,70,20,1,29.561876402993207
3,17,92,21,24.309336050933663
8,17,85,21,23.161302616829992
8,34,19,40,26.541277460361872
4,70,53,19,18.236184363289155
2,80,50,43,20.710561696485573
8,38,39,76,22.42406667420006
8,97,50,76,18.60011084959328
6,52,49,92,23.568234631820083
4,58,50,34,10.972408018864485
7,65,0,24,12.229752052768395
3,76,60,56,19.48469751098353
1,64,21,79,18.530299099375306
9,32,34,49,19.064019452066297
3,24,94,7,22.879778080980586
6,85,51,34,24.116964853595945
3,46,23,45,23.726217785225877
9,33,70,22,21.940108887467606
4,33,3,62,21.67626886764808
5,62,42,75,12.573531647329688
4,97,66,80,16.025549563748797
8,70,63,48,21.231029471060346
8,62,82,77,23.849730631490132
5,82,50,40,16.290108173649624
1,33,42,3,21.033410579897712
3,77,79,13,28.212941238652345
8,24,69,87,30.613770809743798
9,46,81,62,23.69125707544401
8,1,73,55,15.158569461674738
9,75,99,75,22.993749774848325
0,7,27,72,14.98799902568993
4,19,68,47,26.519378344134992
0,81,70,81,20.158151920704334
0,25,50,23,22.93327773092362
2,23,4,64,20.4742052183842
5,12,90,37,20.462790930447788
4,64,82,97,27.835016882681842
4,62,70,19,14.91361715914497
9,95,66,97,20.574320711208937
9,42,1,61,25.61702527759216
0,12,19,0,26.57763801388768
3,46,15,15,20.065943530011175
7,93,33,25,15.468354684846545
3,33,3,12,16.19104711111201
4,18,2,9,21.446805669691827
5,76,79,10,20.7691478032736
1,88,1,44,19.416897309840213
4,11,97,31,25.27173503954351
3,72,42,84,19.311976076236256
4,91,89,90,14.589995622258165
3,82,89,95,15.708551261550362
0,76,22,91,15.40279139727935
2,35,41,11,16.997180712951483
6,50,27,32,20.8203771435472
2,28,49,19,16.392632543863794
9,98,94,20,16.615753824370245
4,59,64,27,19.59122967817508
3,49,53,33,15.001363042488357
9,61,58,17,32.69849687069857
1,91,22,86,22.354536839178735
4,85,9,69,27.522084951342173
8,16,14,72,15.100503315121301
9,12,59,37,21.674757181498105
9,68,57,19,21.894441473806495
0,40,29,74,25.56084065623392
5,35,44,79,19.829605222687892
0,22,3,49,10.567255820011756
4,81,10,30,19.83046787736907
0,35,2,89,18.32779520859272
2,59,44,74,15.735765143585422
6,26,37,27,12.271034841420988
8,62,99,16,26.12733252946526
2,11,83,82,21.994871867346774
4,55,35,5,20.708820069482275
5,30,2,99,16.918802808361963
7,42,18,60,20.300466877034914
7,99,97,2,28.70086145814976
9,80,76,45,29.019704314145635
3,69,31,92,19.671196015264936
5,60,30,15,13.911527920561202
2,59,22,3,15.055310562347461
0,30,43,61,21.111007974726274
7,80,51,10,22.89565740491479
4,34,55,62,23.058348265585057
4,64,7,33,27.27557086903561
5,67,16,85,20.70430624616091
1,46,13,25,23.660316767674036
7,41,66,69,17.570221317205466
0,51,72,73,23.394552494634866
0,1,4,61,21.23489135434581
7,4,59,16,26.679796475378467
3,15,4,87,18.626732865493157
8,74,39,37,13.979174641330543
8,57,8,52,24.272711729667726
8,35,58,13,7.187525404429849
1,7,96,75,19.994474886289154
5,83,31,55,24.716426218193405
9,12,17,8,13.40497447992754
1,41,60,75,16.890926012255107
8,79,56,67,33.613762102816096
2,68,57,56,18.171998481847055
2,56,44,87,22.736747996360958
4,43,66,36,23.006170448075324
4,32,93,24,17.56442471211499
8,15,5,72,20.041130202132194
8,3,31,37,21.150837848518915
6,51,70,41,27.336122849493783
4,49,75,27,12.504386691855727
2,96,51,37,22.686120663242214
2,42,89,25,17.03097363167783
7,24,92,53,25.49993597766963
3,44,76,59,17.876957278280766
4,19,84,82,16.84216630283133
2,17,89,93,18.74956082397089
9,84,49,77,18.876641414074403
4,61,29,66,24.68472334126059
4,38,63,78,19.011022258786152
8,6,20,45,18.507206340679037
8,51,46,82,15.57166220519048
1,35,11,82,21.500152576481206
0,56,60,90,17.672036455965667
8,60,64,0,23.5759588401231
7,58,30,69,18.268913253169206
9,9,87,84,19.697387086214896
3,80,50,55,19.759379840299403
2,4,9,14,26.045824892062015
4,40,2,9,7.348857547951734
1,15,36,11,23.2203244726107
1,50,55,62,24.507206137223505
7,57,90,41,20.93309311085882
9,8,47,80,16.864209445077016
2,99,63,13,18.033403389281695
1,87,23,47,18.41112017814533
8,23,1,12,15.988117105659972
5,67,82,52,18.01775457526703
6,6,87,74,16.416192284730535
5,33,82,40,19.980700655459206
7,22,25,85,21.906963688039827
8,17,48,5,14.725539462035213
0,98,42,85,10.450880758926083
4,52,97,60,24.798822951328575
8,47,73,6,17.778429069421627
8,17,46,57,22.856988201827686
8,58,27,5,18.60635856790443
5,36,48,61,14.950909456887304
2,25,2,98,21.93422161880151
9,54,69,64,16.696809307591593
9,3,33,92,17.71950487143531
7,48,65,69,10.034044098936075
4,28,31,83,10.042144277649582
9,55,30,99,25.946914833657644
3,16,54,67,16.104784714953194
9,99,94,5,16.774380050004225
7,14,5,70,17.913997209491566
8,21,90,83,21.434786140967038
7,77,73,55,5.654102740178315
1,44,6,74,35.78067065110608
1,71,2,92,21.08467594870922
1,5,15,15,28.67234862307849
9,9,57,18,9.448460711369648
6,80,68,3,18.83985776591492
9,59,62,18,15.426693508747405
2,58,49,5,22.41927078751886
5,88,31,68,22.276261819022864
3,92,13,40,16.23726099825341
7,91,48,51,18.921972207503273
1,65,39,40,17.697884692902566
7,69,52,67,27.599476746797613
7,47,40,1,23.588598869607655
6,31,41,16,25.469669551389998
8,52,57,76,18.589037676729678
9,53,10,15,24.494776248328073
1,45,77,65,25.820546045280768
8,56,60,33,15.561134660780262
5,33,35,37,24.4533889701086
8,42,16,84,21.284380398314003
3,60,66,95,29.674207369146192
0,85,35,83,20.21026298551092
7,41,66,50,19.258970650942157
1,25,17,56,15.813534562271755
4,82,53,16,25.20125558424867
7,5,90,79,14.199243984634393
7,86,59,65,18.86039508851012
0,47,62,7,15.499563003120539
5,33,16,43,9.499501405618158
0,1,22,82,21.428588602041454
9,69,47,44,22.221468921675914
5,86,59,86,17.757097508997223
4,43,43,48,25.61264855158088
4,49,96,8,16.75440563036635
9,24,56,70,28.819807014417123
7,21,0,50,25.35198024372726
4,98,52,25,16.97693562527096
7,97,11,49,7.022249450597437
1,23,0,32,18.537803013271347
3,83,43,35,24.60104217657512
7,66,51,57,25.93115546873276
8,85,78,90,30.816965437241674
2,76,48,63,22.976606360136834
4,5,0,52,26.371322387557537
5,69,25,23,19.11325750103394
8,94,90,34,12.197322915424811
6,8,43,35,18.586419642036894
5,33,18,39,23.06497754738786
1,28,9,72,18.92299548283493
4,72,69,17,13.68925757614775
0,68,87,52,21.343667914876338
6,24,75,29,22.563614615202617
9,25,87,73,18.765061390337546
5,45,34,15,23.0020072028804
8,96,91,19,18.495758985425606
3,80,18,94,16.469632522503204
1,44,78,38,25.528474537411775
3,44,77,99,23.94478849311853
8,55,86,55,18.599474625209858
6,27,32,24,20.802170656183883
2,50,63,47,29.034056604780815
7,32,14,22,25.411360469640172
2,43,74,53,9.75831239503141
2,97,9,95,19.894870404887335
7,46,46,88,17.293546634442393
3,22,92,88,10.864413017996938
7,91,63,99,10.893007603019067
9,71,99,30,18.23441351109755
8,2,6,50,13.892680828279442
8,13,79,63,15.282323377027023
1,96,57,41,23.328848053609768
5,26,43,78,19.453448365197538
7,11,33,42,18.436930014302725
8,95,35,37,23.310830531467488
4,43,7,70,16.60337536387547
2,60,99,30,20.300666279438566
3,69,44,71,25.51696117054415
4,59,0,57,22.511413795206426
7,80,79,97,16.273523380637535
1,28,75,85,16.096818319468106
8,65,84,94,16.49445751964687
9,28,80,97,17.47085421874273
3,49,12,2,28.60300140356346
8,17,7,16,26.69772674555249
1,89,6,79,22.91276739030143
1,64,54,56,23.137959155605937
9,43,38,90,26.571729993092234
5,13,78,18,22.07568626361894
9,24,38,6,13.21254806783261
4,44,70,62,23.93941860355811
2,78,85,97,15.622399144387067
2,49,58,9,23.534397766746327
8,56,58,24,23.73075264526188
0,29,31,80,27.227283183395365
0,13,78,32,18.33852135863899
6,29,79,11,15.802746759344068
9,32,16,3,21.37058199165235
2,10,16,53,27.218361390123704
7,8,5,92,10.71605620647646
6,2,67,67,17.253216595530077
1,54,95,3,23.228748740012637
6,41,14,31,22.19639235525706
2,14,2,32,21.168545477270314
5,75,38,58,20.314173363554275
5,71,69,70,22.0490092225789
1,90,93,36,17.543905021645728
3,55,41,97,22.403111033021656
7,89,7,17,16.413903268662985
7,97,42,88,20.616265287264746
1,42,59,2,12.66450223356982
5,1,95,89,14.94709469772372
1,41,15,69,19.66327642471582
2,71,67,18,18.37839941003796
9,33,36,93,15.898388062107813
6,20,81,60,20.712587023094933
9,22,11,1,23.611322389088308
0,3,30,13,16.442901587068327
1,66,91,19,24.644241099734764
1,62,1,31,21.840045277578795
3,70,99,31,26.546532387022715
1,54,31,21,20.810891006488525
4,27,54,56,17.43155823468803
3,30,81,85,22.555906233300615
6,85,63,33,21.61472451531762
0,50,24,44,14.228860519080282
4,61,20,92,16.601141846939626
9,5,21,73,23.47702223596491
8,7,50,2,12.552416378508152
2,42,35,52,11.864412928168056
1,96,92,21,26.394255299711514
2,57,41,26,14.317971003315332
8,98,63,87,18.236883823464584
3,87,79,61,18.07576441203022
1,78,28,75,19.133417902376763
9,84,15,9,12.308086635128337
7,99,89,25,14.861772232741398
3,79,45,87,23.894094925767337
6,35,25,84,19.390788682642476
4,92,64,12,14.946537551883825
0,13,73,60,19.700570032572237
2,41,25,96,19.585949652379437
4,89,72,71,24.616005391853808
9,44,41,44,21.329841530380538
5,10,12,17,19.67788988709289
3,0,13,96,16.653409565438935
1,2,63,49,23.14185523763253
0,45,24,29,20.228677316473053
6,15,56,89,23.534879306575966
6,50,56,16,17.3837178093577
6,55,37,24,23.524017454826275
7,55,37,17,27.09063700025645
1,99,38,99,19.522185550725684
3,95,43,66,13.948405615370723
5,3,8,79,24.947070996515976
2,8,88,37,20.08423787050013
6,53,84,20,17.417145613971588
4,31,9,50,19.99885257259403
8,2,97,60,16.739369261918537
4,42,62,40,5.82241647929129
2,41,25,19,29.65869772853782
9,82,52,73,29.647892838081802
9,3,41,21,27.286613875773146
8,65,15,25,23.993422659525766
5,83,29,16,20.334611650366906
6,80,38,72,24.31896547471482
2,14,38,54,19.941637620154758
1,10,16,49,22.475950420506983
8,19,96,58,19.476673444303
6,33,24,75,12.208734543345336
4,9,29,23,19.321563218226807
7,1,59,76,3.97767469336436
1,62,0,35,28.315863447729296
0,92,77,21,25.010586041619902
5,73,21,38,20.367296127029647
3,71,71,57,12.97708729182802
2,21,75,5,20.640744108381746
3,36,40,4,16.686676529342353
2,68,91,95,16.30422946634989
5,50,80,97,8.560760200667264
4,55,21,73,25.990356019769585
6,0,69,58,19.34105354070805
0,14,40,7,21.18508266754015
1,78,15,29,19.4148301198871
3,73,99,69,20.065640658652164
4,91,52,88,24.273569580491312
8,42,0,62,24.322080540997174
9,25,47,65,11.37707740028582
0,27,47,45,23.014392117781227
0,70,58,5,21.993851950374776
8,63,83,95,15.191330241137155
3,51,22,91,17.168079516580136
9,46,61,3,19.735156195240393
3,66,33,18,23.582325823169572
8,5,70,30,20.716798352081938
4,57,32,59,31.131231371902857
0,59,58,24,15.757733361614711
8,52,97,44,21.90236062222842
1,1,32,79,23.098384517197243
4,59,0,17,23.45373688705874
2,0,97,40,26.65153501788182
8,10,63,16,12.142369576017341
3,76,56,72,31.296622441674316
5,8,59,6,12.677296106320942
0,35,93,51,12.201131083691463
4,31,32,19,20.765283570240484
1,3,70,17,18.265715787796196
2,8,48,85,28.96651559094643
1,68,99,87,14.223721975963835
8,37,88,64,24.746603522443998
8,59,67,73,21.921090817048835
6,8,28,79,22.827071216721823
5,68,87,38,13.258389276011169
2,16,48,73,17.103757364714376
5,41,46,52,12.709262556538103
1,70,13,97,11.650421159452236
4,33,28,43,21.324239368376226
1,2,73,64,23.723341219292045
1,60,8,89,18.48459670769062
9,58,7,89,12.166953816796012
4,16,96,90,16.567248551231664
4,34,15,39,25.63983357988038
4,24,81,15,20.70145105854084
8,75,35,95,22.802217751695597
4,51,94,58,19.347661950219052
8,80,48,80,25.890239613123526
2,19,56,46,21.376261356850417
2,11,60,48,16.808718710878168
2,37,51,4,26.766475557227025
0,39,0,57,23.56294639758355
0,31,58,12,26.21462583632264
1,35,83,37,16.119157945529395
3,21,97,40,16.70351643557867
7,63,71,90,19.76055877810103
3,70,9,2,17.37686685592447
0,32,36,8,16.605670523628643
4,1,19,93,22.44170766179065
5,64,47,27,20.770008830455332
0,51,70,75,19.961531995996896
1,83,30,96,15.974295527367056
9,35,34,57,23.27826252593664
7,33,97,95,23.936262418092902
6,50,12,24,12.94880387968834
4,58,43,60,17.360738948225205
2,52,93,65,22.240964189315203
5,81,5,75,25.26535651985375
7,4,73,86,21.568643769126805
2,98,75,24,34.57107640431545
4,64,43,4,13.048990080600243
4,86,30,52,18.38222272921203
6,31,86,8,13.372882131579715
0,97,39,41,16.845461921441576
6,92,36,91,10.426361512649821
8,98,92,77,16.2931074714068
0,21,86,61,15.636025347736078
9,6,5,22,25.56728298600462
6,41,45,61,15.437856109020018
7,59,47,56,23.28654271931688
3,28,18,0,19.755763905351213
4,1,88,58,18.094173804263082
7,37,51,64,10.45858031314589
8,9,54,63,14.711317155232674
5,13,9,8,22.966827413285277
0,14,35,98,28.681619701379155
5,60,66,6,24.124501683746804
6,98,60,82,30.36640089085108
2,12,96,21,26.708647062062376
7,66,81,90,17.705036749278207
7,53,1,50,26.671911224448714
3,64,24,28,30.06027104162287
2,88,59,76,23.656342038923995
8,4,99,16,15.794082210877114
6,65,33,83,22.523955287377433
0,43,80,68,28.301051683739423
2,93,8,26,17.7972316415821
6,79,3,87,23.320220187204985
6,52,74,94,25.614203912319837
3,45,43,5,24.771879855798254
9,91,70,25,21.08522411555463
6,3,48,82,21.897953243612044
3,72,89,25,24.325340439277937
2,36,31,38,21.81110195085348
3,43,32,31,15.9396263122536
2,2,98,2,24.795753069396433
3,67,68,55,8.941154282713814
6,26,66,12,16.128380777001286
7,52,66,87,28.513183212342668
4,86,88,47,15.19296122766049
4,0,5,50,15.484872978714337
1,70,12,44,18.921383126540658
5,56,89,1,18.57682843862193
8,26,54,40,28.393854156329645
6,68,63,50,17.65371326493317
8,55,47,15,19.244497113551425
5,59,42,44,21.67627653401768
5,40,72,9,29.421394647077342
1,91,46,20,25.9894887529895
7,70,39,60,25.038380653764225
9,89,39,74,16.902397989049206
4,44,89,49,16.339958991529308
5,84,65,14,14.248111719552705
8,87,87,4,23.66623649705222
3,1,50,77,16.80441291191612
8,92,13,74,18.974901096678106
3,24,2,0,21.48075948473724
7,85,34,22,29.510493731112803
7,93,58,39,28.568549348296088
2,12,26,21,21.028442224999125
6,48,80,67,25.15377697334543
